id,name_en,name_de,name_es,category,force_type,mechanic,difficulty,equipment,body_part,primary_muscles,secondary_muscles,goals,tags,met,is_unilateral,is_bodyweight,description_en,instructions_en,image_flat_start,image_flat_peak,image_flat_main
svend-press,Svend Press,Svend Press,Press Svend,strength,push,isolation,beginner,plates,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy,push_day,5.0,False,False,A plate-squeeze press that loads the pecs through isometric adduction as you extend the weight away from the chest.,"Stand upright holding a single weight plate (or two pressed together) between your palms at chest height. | Squeeze the plates hard to generate tension through the pecs. | Press the plates straight out in front of you until the arms are fully extended. | Pause briefly, keeping the squeeze, then return the plates to the chest. | Repeat for the recommended number of repetitions.",images/flat/svend-press-start.webp,images/flat/svend-press-peak.webp,
t-bar-row,T-Bar Row,T-Bar-Rudern,Remo en T,strength,pull,compound,intermediate,barbell,back,latissimus_dorsi|rhomboids,biceps_brachii|erector_spinae|trapezius,hypertrophy|strength,knee_safe|shoulder_safe,6.0,False,False,"A compound row performed straddling a loaded T-bar, building thickness in the lats and rhomboids.",Straddle the loaded T-bar with feet shoulder-width apart. | Hinge at the hips until your torso is around 45 degrees. | Grip the handles and keep your back flat. | Pull the bar up toward your chest by driving your elbows back. | Squeeze your shoulder blades at the top. | Lower the bar under control and repeat.,images/flat/t-bar-row-start.webp,images/flat/t-bar-row-peak.webp,
thoracic-bridge,Thoracic Bridge,Thorakale Brücke,Puente Torácico,strength,static,compound,intermediate,,core,erector_spinae|gluteus_maximus,posterior_deltoid|triceps_brachii,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe,5.0,False,True,"A mobility hold that lifts the hips from a tabletop position and opens the chest, extending the thoracic spine while the glutes and shoulders hold the bridge.","Sit on the floor with knees bent and hands behind you, fingers pointing back. | Press through your hands and feet to lift your hips off the floor. | Continue pressing until your chest opens and your arms are extended. | Drop your head back and hold the position. | Breathe steadily while maintaining the bridge. | Lower back down under control.",,,images/flat/thoracic-bridge-main.webp
thruster,Thruster,Thruster,Thruster,strength,dynamic,compound,intermediate,barbell,shoulders,anterior_deltoid|quadriceps,gluteus_maximus|trapezius|triceps_brachii,hypertrophy|strength,knee_safe,6.0,False,False,A full-body barbell movement combining a front squat with an overhead press in one fluid drive.,Hold a barbell in a front rack position with elbows high. | Stand with feet shoulder-width apart. | Squat down to parallel while keeping your torso upright. | Drive up out of the squat and press the bar overhead in one motion. | Lock out your arms at the top with the bar overhead. | Lower the bar back to the front rack and repeat.,images/flat/thruster-start.webp,images/flat/thruster-peak.webp,
toes-to-bar,Toes to Bar,Toes to Bar,Toes to Bar,strength,pull,compound,intermediate,pull_up_bar,core,hip_flexors|rectus_abdominis,forearm_flexors|latissimus_dorsi|obliques,hypertrophy|strength,core_focus|calisthenics,6.0,False,False,An advanced hanging core exercise on a pull-up bar requiring hip flexion strength and lat engagement to touch the toes to the bar.,"Hang from a pull-up bar with an overhand grip, arms fully extended and body still. | Engage your lats and core to prevent swinging. | Raise your legs with straight knees, reaching your toes up toward the bar. | Touch the bar with your toes, then lower your legs under control. | Repeat for the desired reps.",images/flat/toes-to-bar-start.webp,images/flat/toes-to-bar-peak.webp,
tricep-kickback,Dumbbell Tricep Kickback,Kurzhantel-Trizeps-Kickback,Patada de Tríceps con Mancuerna,strength,push,isolation,beginner,dumbbell,upper_arms,triceps_brachii,,hypertrophy,arm_day|knee_safe|shoulder_safe|lower_back_safe|no_axial_load,5.0,True,False,An isolation exercise for the triceps performed in a bent-over position.,"Hinge forward at the hips, holding a dumbbell with elbow bent at 90 degrees. | Extend your arm straight back, squeezing the tricep. | Hold briefly at full extension. | Lower with control. | Repeat on both sides.",images/flat/tricep-kickback-start.webp,images/flat/tricep-kickback-peak.webp,
tricep-pushdown,Cable Tricep Pushdown,Kabel-Trizeps-Pushdown,Jalón de Tríceps en Cable,strength,push,isolation,beginner,cable,upper_arms,triceps_brachii,,hypertrophy,arm_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe,5.0,False,False,An isolation exercise targeting the triceps using a cable machine.,Stand facing a cable machine with a straight bar attachment. | Grip the bar and pin your elbows to your sides. | Push the bar down until your arms are fully extended. | Slowly return to the starting position. | Repeat.,images/flat/tricep-pushdown-start.webp,images/flat/tricep-pushdown-peak.webp,
trx-bicep-curl,TRX Bicep Curl,TRX Bizeps-Curl,Curl de Bíceps TRX,strength,pull,isolation,beginner,suspension_trainer,upper_arms,biceps_brachii,brachialis|brachioradialis,hypertrophy,arm_day|pull_day|calisthenics,5.0,False,False,"This exercise uses a suspension trainer to isolate and strengthen the biceps brachii and brachialis muscles, building upper arm strength and hypertrophy.","Adjust the suspension trainer straps to a medium length. | Stand facing the anchor point, grasp the handles with an underhand grip, and lean back until your arms are fully extended. | Keep your body straight and core engaged, pull your chest towards your hands by bending your elbows. | Squeeze your biceps at the top of the movement. | Slowly extend your arms back to the starting position, controlling the descent. | Maintain tension throughout the set.",images/flat/trx-bicep-curl-start.webp,images/flat/trx-bicep-curl-peak.webp,
trx-chest-press,TRX Chest Press,TRX Brustpresse,Press de Pecho con TRX,strength,push,compound,beginner,suspension_trainer,chest,pectoralis_major,anterior_deltoid|rectus_abdominis|triceps_brachii,hypertrophy,push_day|calisthenics,6.0,False,False,A compound push exercise using a suspension trainer to build chest strength and stability.,"Adjust the suspension trainer handles to mid-calf height. | Stand facing away from the anchor point, holding a handle in each hand, arms extended. | Lean forward into a plank position, keeping your body straight from head to heels. | Lower your chest towards your hands by bending your elbows, maintaining tension in the straps. | Press back up to the starting position, fully extending your arms and squeezing your chest.",images/flat/trx-chest-press-start.webp,images/flat/trx-chest-press-peak.webp,
trx-face-pull,TRX Face Pull,TRX Face Pull,Face Pull con TRX,strength,pull,compound,beginner,suspension_trainer,shoulders,posterior_deltoid|rhomboids,trapezius,hypertrophy|mobility,pull_day|calisthenics|shoulder_stability,6.0,False,False,"The TRX Face Pull is a compound pulling exercise targeting the posterior deltoids and rhomboids, using a suspension trainer to improve upper back strength and posture.","Grasp the TRX handles with an overhand grip, palms facing down. | Lean back until your arms are fully extended and your body forms a straight line. | Pull the handles towards your face, driving your elbows high and wide. | Squeeze your shoulder blades together at the peak contraction. | Slowly extend your arms back to the starting position with control.",images/flat/trx-face-pull-start.webp,images/flat/trx-face-pull-peak.webp,
trx-hamstring-curl,TRX Hamstring Curl,TRX Hamstring-Curl,Curl de Isquiotibiales con TRX,strength,pull,isolation,intermediate,suspension_trainer,upper_legs,hamstrings,gastrocnemius|gluteus_maximus,hypertrophy,leg_day|calisthenics,5.0,False,False,"This isolation exercise uses a suspension trainer to target the hamstrings, glutes, and calves by curling the heels towards the glutes.","Lie on your back with heels in the suspension trainer cradles, knees bent at 90 degrees. | Lift your hips off the floor, creating a straight line from knees to shoulders. | Extend your legs forward, maintaining hip elevation and core tension. | Pull your heels back towards your glutes, contracting your hamstrings forcefully. | Control the movement, avoiding any drop in hip height throughout the set.",images/flat/trx-hamstring-curl-start.webp,images/flat/trx-hamstring-curl-peak.webp,
trx-lunge,TRX Lunge,TRX Ausfallschritt,Zancada TRX,strength,push,compound,beginner,suspension_trainer,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings,hypertrophy|endurance,leg_day|calisthenics,6.0,True,False,"A beginner-friendly unilateral lower body exercise using a suspension trainer to target the quadriceps and glutes, while also engaging the hamstrings and gluteus medius for stability.","Stand facing away from the anchor point, holding the suspension trainer handles in front of you. | Place one foot into both foot cradles, extending the leg behind you. | Brace your core and lower your body by bending the front knee, keeping your torso upright. | Descend until your front thigh is parallel to the floor or just below, maintaining tension on the suspension trainer. | Drive through your front heel to return to the starting position, extending the front leg. | Complete all reps on one side, then switch legs and repeat per side.",images/flat/trx-lunge-start.webp,images/flat/trx-lunge-peak.webp,
trx-pistol-squat,TRX Pistol Squat,TRX Pistol Squat,Sentadilla Pistola con TRX,strength,push,compound,intermediate,suspension_trainer,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings,strength,leg_day|calisthenics,6.0,True,False,"A challenging unilateral leg exercise using a suspension trainer to assist balance and depth, primarily targeting the quadriceps and glutes.","Anchor the suspension trainer and hold the handles with both hands, arms extended. | Stand tall, lift one leg straight out in front of you, keeping it off the ground. | Initiate the squat by pushing your hips back and bending the standing knee, lowering your body as deep as possible. | Keep your chest up, back straight, and use the TRX for balance and support as needed. | Drive through your heel to return to the starting position, extending the standing leg fully. | Complete all reps on one side before switching to the other.",images/flat/trx-pistol-squat-start.webp,images/flat/trx-pistol-squat-peak.webp,
trx-plank,TRX Plank,TRX-Plank,Plancha en TRX,strength,static,compound,intermediate,suspension_trainer,core,rectus_abdominis|transverse_abdominis,anterior_deltoid|obliques,hypertrophy|strength,lower_back_safe|knee_safe|no_axial_load|shoulder_safe,6.0,False,False,"A plank variation with feet suspended in TRX straps, increasing instability and core demand.",Place both feet in the TRX foot cradles. | Assume a forearm or high plank position on the floor. | Keep your body in a straight line from head to heels. | Brace your core and squeeze your glutes. | Hold the position for the desired time. | Lower your knees to exit safely.,,,images/flat/trx-plank-main.webp
trx-row,TRX Row,TRX-Rudern,Remo TRX,strength,pull,compound,beginner,suspension_trainer,back,latissimus_dorsi|rhomboids,biceps_brachii|posterior_deltoid|trapezius,hypertrophy|strength,pull_day|calisthenics,6.0,False,False,"This bodyweight pulling exercise uses a suspension trainer to target your entire back, building strength in the lats, rhomboids, and biceps.","Grasp the handles of a suspension trainer with an overhand grip, palms facing each other. | Lean back, extending your arms fully, keeping your body straight from head to heels. | Engage your core and pull your chest towards your hands, squeezing your shoulder blades together. | Pause briefly at the top, then slowly lower yourself back to the starting position with control. | Maintain a rigid body throughout the movement, avoiding any sagging in the hips.",images/flat/trx-row-start.webp,images/flat/trx-row-peak.webp,
trx-side-plank,TRX Side Plank,TRX Seitstütz,Plancha Lateral en TRX,strength,static,compound,intermediate,suspension_trainer,core,obliques|transverse_abdominis,gluteus_medius|lateral_deltoid,hypertrophy|strength,lower_back_safe|knee_safe|no_axial_load|shoulder_safe,6.0,False,False,"A side plank with both feet suspended in TRX cradles, intensifying the demand on the obliques.",Place both feet in the TRX foot cradles and lie on your side. | Prop up on your bottom forearm with your elbow under your shoulder. | Lift your hips so your body forms a straight line. | Stack your top foot over the bottom foot. | Hold the position while breathing steadily. | Lower and switch sides after the set.,,,images/flat/trx-side-plank-main.webp
